Ticker,Nom,SUB_IND_GICS,IND_GICS,REGION_NAME,CUR_MKT_CAP,CURR_ENTP_VAL,NET_INCOME_FIRM,SALES_REV_TURN,NET_REV,GROSS_PROFIT,EBIT,EBITDA,NET_DEBT,CURRENT_EV_TO_T12M_EBIT,CURRENT_EV_TO_T12M_EBITDA,PX_TO_SALES_RATIO,TRAIL_12M_NET_SALES,CURRENT_EV_TO_12M_SALES,PE_RATIO,NUM_OF_EMPLOYEES,SUSTAIN_GROWTH_RT,PROF_MARGIN,Unnamed: 23
KOD,Kodiak Sciences Inc,Biotechnology,Health Care,United States,373409055.0,-278.104945,,0.0,,0.0,-267.051,-266.048,-651.514,,,,0.0,,,93.0,,,
TJX,TJX Cos Inc/The,Apparel Retail,Consumer Discretionary,United States,73278519743.0,79558.71974,,48549.982,,13836.17,4754.932,5622.932,6280.2,15.92013478,14.14897419,1.523264267,48549.982,1.638697204,23.31231454,286000.0,36.99346627,6.761722383,
GL,Globe Life Inc,Life & Health Insurance,Financials,United States,9731189762.0,11665.16476,813.1246387,5112.869,,,,,1933.975,11.71347112,,1.959821473,5112.869,2.281530147,14.3299734,3222.0,7.593587893,14.57027356,
HRT,HireRight Holdings Corp,Human Resource & Employment Services,Industrials,United States,897140188.1,1895.770188,,540.224,,238.379,-12.132,64.8,1002.67,,,,540.224,,,,,-17.0442261,
JCI,Johnson Controls International plc,Building Products,Industrials,United States,42684581441.0,52103.58144,1774.596021,23668.0,,8059.0,2559.0,3788.0,7778.0,20.05526614,15.05883857,1.78781256,24189.0,2.154019655,21.90937202,100000.0,3.335488354,6.916511746,
UNP,Union Pacific Corp,Railroads,Industrials,United States,165957000000.0,196438.7612,7413.199457,21804.0,,,9338.0,11849.0,30482.0,20.9159686,16.57850968,7.805737184,21804.0,9.009299267,26.67086537,,23.40745725,29.91652908,
UNH,UnitedHealth Group Inc,Managed Health Care,Health Care,United States,460090000000.0,491178.2734,18604.36889,287597.0,,69652.0,23970.0,28273.0,26369.0,20.38385228,17.37269739,1.609787268,287597.0,1.707869948,27.04590654,350000.0,16.74212392,6.010146142,
UNM,Unum Group,Life & Health Insurance,Financials,United States,5640387730.0,9090.18773,967.6402634,12013.8,,,,,3449.8,7.283804271,,0.473360511,12013.8,0.756645502,5.633671026,10300.0,4.557150596,6.860443823,
MRO,Marathon Oil Corp,Oil & Gas Exploration & Production,Energy,United States,16310678438.0,19837.67844,1188.153386,5616.0,,2671.0,1055.0,3185.0,3527.0,18.80348667,6.228470467,3.115810399,5616.0,3.532350149,14.07436441,1672.0,8.268416758,16.84472934,
X,United States Steel Corp,Steel,Materials,United States,8420247927.0,10092.24793,4474.750921,20275.0,,5742.0,4946.0,5820.0,1579.0,2.031329188,1.734063218,0.423653925,20275.0,0.497768085,2.441387232,24540.0,64.41832331,20.58692972,
VTR,Ventas Inc,Health Care REITs,Real Estate,United States,23366528761.0,35813.23976,,3828.007,,,374.113,1603.416,12075.053,95.72840228,22.33558837,5.850671866,3828.007,9.355583666,,434.0,,1.280248443,
VFC,VF Corp,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,United States,21070692318.0,26083.17032,513.3404713,9238.83,,4868.05,607.631,1331.036,5947.133,16.38314972,11.42080704,1.826478364,11599.848,2.248578629,18.5874691,40000.0,25.60407334,4.414725674,
VNO,Vornado Realty Trust,Office REITs,Real Estate,United States,8782858482.0,18158.82048,,1589.21,,,221.341,669.587,7225.928,75.64821744,27.11943404,5.52166855,1589.21,11.42631904,326.3308712,2710.0,-15.57371626,11.07462198,
VMC,Vulcan Materials Co,Construction Materials,Materials,United States,23785752298.0,28241.0523,785.9103342,5552.2,,1373.4,1010.8,1541.7,4432.6,27.35908383,18.31812434,4.283895531,5552.197,5.086461636,37.97473618,11437.0,6.891372592,12.08169735,
AMRC,Ameresco Inc,Construction & Engineering,Industrials,United States,3657425889.0,4169.912889,,1215.697,,230.357,95.434,150.791,466.305,42.639638,27.65359265,2.963708285,1215.697,3.430059373,53.49142903,1272.0,11.77167384,5.795687577,
EVCM,EverCommerce Inc,Application Software,Information Technology,United States,2467415227.0,2756.895227,,337.525,,222.505,-22.039,60.816,-88.741,,,1.562187807,446.494,6.174540368,,,,-17.76283238,
GHC,Graham Holdings Co,Education Services,Consumer Discretionary,United States,2904282891.0,3110.704891,378.7481721,3185.974,,1071.453,77.375,239.6,180.025,40.20297113,12.98290856,0.920118248,3185.974,0.976374851,17.45948622,18000.0,7.835160191,11.0507807,
DNUT,Krispy Kreme Inc,Restaurants,Consumer Discretionary,United States,2224436372.0,3473.980372,,1384.391,,1030.298,41.102,230.234,1145.478,49.20227784,15.08891116,,1384.391,2.509392485,,21500.0,,-1.770164643,
WY,Weyerhaeuser Co,Specialized REITs,Real Estate,United States,29166615480.0,32508.61548,2853.0769,10201.0,,4098.0,3643.0,4140.0,3342.0,8.912650246,7.85232258,2.871469786,10201.0,3.186806733,11.7299136,9214.0,-5.518163199,25.55631801,
ABOS,Acumen Pharmaceuticals Inc,Biotechnology,Health Care,United States,215099766.7,-14.77423326,,1.436,,,-7.912,-7.912,-43.777,,,2.311932494,1.436,,,,,-510.097493,
WHR,Whirlpool Corp,Household Appliances,Consumer Discretionary,United States,10857070318.0,14187.07032,1919.127787,21985.0,,4409.0,2348.0,3076.0,3163.0,5.917319897,4.612181508,0.52384082,21985.0,0.645306815,6.875869937,69000.0,29.29181294,8.110075051,
WMB,Williams Cos Inc/The,Oil & Gas Storage & Transportation,Energy,United States,38157457709.0,63029.45771,2405.373372,10627.0,,6696.0,2631.0,4507.0,22159.0,23.88340347,13.98479204,3.589564624,10627.0,5.931067819,25.71814534,4783.0,2.593947278,14.27496001,
ITOS,iTeos Therapeutics Inc,Biotechnology,Health Care,United States,1299842957.0,402.9449571,,0.0,,0.0,-45.24,-44.705,-336.326,24.51152485,22.59419968,12.4388297,104.271,3.864401004,123.4183311,62.0,4.167226018,,
INZY,Inozyme Pharma Inc,Biotechnology,Health Care,United States,106254714.0,-15.48828597,,0.0,,0.0,-57.041,-56.824,-147.697,,,,0.0,,,38.0,,,
WEC,WEC Energy Group Inc,Multi-Utilities,Utilities,United States,29685543712.0,45492.24371,1709.64208,8316.0,,5005.0,1714.9,2792.6,15606.6,26.50960884,16.29028279,3.569299446,8316.0,5.470447777,22.40344643,6938.0,0.569587755,15.65055315,
NRIX,Nurix Therapeutics Inc,Biotechnology,Health Care,United States,571748675.0,289.064675,,29.75,,,-117.886,-115.096,-282.684,,,18.57183042,29.75,9.716459665,,,,-393.9294118,
ANNX,Annexon Inc,Biotechnology,Health Care,United States,147698454.0,-60.42754605,,0.0,,0.0,-130.713,-125.672,-208.126,,,,0.0,,,,,,
ADBE,Adobe Inc,Application Software,Information Technology,United States,195019000000.0,193894.4455,4917.510254,15785.0,,13920.0,5802.0,6709.0,-1125.0,33.15568493,28.90064771,12.48875377,15785.0,12.28346186,41.31170804,25988.0,34.36798403,30.5479886,
AES,AES Corp/The,Independent Power Producers & Energy Traders,Utilities,United States,14602605707.0,35600.60571,,11141.0,,2711.0,2545.0,3637.0,17972.0,13.87448857,9.78845359,1.305221776,11141.0,3.19545873,17.66867135,8450.0,,-3.671124675,
AMGN,Amgen Inc,Biotechnology,Health Care,United States,129069000000.0,155011.2753,6945.666915,25979.0,,19525.0,7639.0,11236.0,25942.0,20.25467094,13.79594832,5.078589815,25979.0,5.966791459,14.27161528,24200.0,34.6363869,22.68370607,
AAPL,Apple Inc,"Technology Hardware, Storage & Peripherals",Information Technology,United States,2476560000000.0,2396758.769,96973.1552,365817.0,,152836.0,108949.0,121933.0,-53994.0,20.50211516,18.69284164,6.637960208,378323.0,6.335218237,25.15738469,154000.0,130.4087421,25.88179336,
ADSK,Autodesk Inc,Application Software,Information Technology,United States,41372600269.0,42623.10027,,4386.4,,3967.9,617.6,765.7,1250.5,67.64810806,55.66553516,9.417723981,4386.4,9.717102925,76.29729407,11500.0,54.77791249,11.33047602,
CTAS,Cintas Corp,Diversified Support Services,Industrials,United States,39055314864.0,41564.06686,1195.695821,7116.34,,3314.651,1385.492,1844.443,2222.887,28.4276088,21.62341117,5.284091886,7431.948,5.592620786,35.42760508,40000.0,21.30443873,15.61150816,
ESTC,Elastic NV,Application Software,Information Technology,United States,6368042357.0,6093.812357,,608.489,,447.435,-129.478,-103.416,-372.637,,,7.802725843,800.629,7.611281076,,2179.0,,-21.27137878,
CMCSA,Comcast Corp,Cable & Satellite,Communication Services,United States,204403000000.0,304868.3554,17260.83596,116385.0,,77935.0,20817.0,35821.0,98548.0,14.4848251,8.51088343,1.781511102,116385.0,2.619481508,14.52100495,189000.0,9.460110295,12.16565709,
TAP,Molson Coors Beverage Co,Brewers,Consumer Staples,United States,11146272869.0,18051.17287,1217.574536,10279.7,,4053.4,1454.4,2313.7,6657.9,12.36875395,7.801864057,1.073452761,10279.7,1.756001913,11.53482639,16300.0,0.599938174,9.783359437,
KLAC,KLA Corp,Semiconductor Equipment,Information Technology,United States,48635087609.0,49361.98161,2216.75087,6918.734,,4146.569,2488.48,2860.715,1051.306,15.5306736,13.89083012,6.026121795,8165.712,6.04503093,17.42388244,11300.0,66.55738199,30.03861689,
MKC,McCormick & Co Inc/MD,Packaged Foods & Meats,Consumer Staples,United States,26158249505.0,31244.1495,862.5152936,6317.9,,2494.6,1015.1,1246.4,5071.4,30.69859254,25.06751404,4.137834682,6317.9,4.945337771,30.7240229,14000.0,9.773985223,11.95492173,
JWN,Nordstrom Inc,Department Stores,Consumer Discretionary,United States,3809625990.0,8138.62599,356.7235772,14789.0,,5445.0,492.0,1352.0,4329.0,14.48154091,6.01969378,0.257113386,14789.0,0.55031618,16.2706674,60000.0,40.18058691,1.203597268,
PCAR,PACCAR Inc,Construction Machinery & Heavy Trucks,Industrials,United States,30393721662.0,25580.72166,1933.702657,23522.3,,4261.3,2290.5,2576.8,-4813.0,11.16613388,9.927321353,1.29251018,23522.3,1.08750937,16.47101259,28300.0,-4.272004558,7.873804858,
MOD,Modine Manufacturing Co,Auto Parts & Equipment,Consumer Discretionary,United States,454765729.0,849.565729,,1808.4,,293.4,-97.7,-9.6,352.7,10.07788528,5.044927132,0.228159156,1990.6,0.426788772,6.918256559,10900.0,16.01658676,-11.65118337,
COST,Costco Wholesale Corp,Hypermarkets & Super Centers,Consumer Staples,United States,234315000000.0,231822.9532,5137.016317,195929.0,,25245.0,6708.0,8785.0,-1748.0,31.14644003,25.00247553,1.114840705,210219.0,1.102768794,41.29365331,288000.0,22.94464848,2.55551756,
GKOS,Glaukos Corp,Health Care Equipment,Health Care,United States,2320199111.0,2040.167111,,294.011,,227.384,-32.872,2.581,-280.032,,790.4560676,7.786402472,294.011,6.939084288,,600.0,,-16.86773624,
PWSC,PowerSchool Holdings Inc,Education Services,Consumer Discretionary,United States,3203040838.0,4345.949838,,558.598,,317.74,5.716,119.195,654.696,760.3131278,36.46084012,4.564249486,558.598,7.780102754,,,,-6.045313445,
MLNK,MeridianLink Inc,Application Software,Information Technology,United States,1514566904.0,1828.431904,,267.676,,178.054,37.655,88.108,313.865,48.55747987,20.75216671,,267.676,6.830765195,,,,-3.734365427,
SYK,Stryker Corp,Health Care Equipment,Health Care,United States,93166702164.0,103048.7022,2288.597983,17108.0,,10968.0,2584.0,3707.0,9882.0,39.69150403,27.798409,5.436780342,17108.0,6.023421917,31.6296092,46000.0,9.156582037,11.65536591,
TSN,Tyson Foods Inc,Packaged Foods & Meats,Consumer Staples,United States,31023445597.0,37570.4456,3371.097996,47049.0,,6526.0,4396.0,5793.0,7364.0,7.300902759,5.905445708,0.558318407,49522.0,0.758661718,9.291352392,137000.0,19.05396235,6.476226912,
AMAT,Applied Materials Inc,Semiconductor Equipment,Information Technology,United States,107120000000.0,107140.4339,6093.223453,23063.0,,10914.0,6889.0,7362.0,294.0,14.12218231,13.28461673,4.5285341,24172.0,4.432419077,16.58470765,27000.0,49.37551975,25.53006981,
BBBY,Bed Bath & Beyond Inc,Homefurnishing Retail,Consumer Discretionary,United States,1827526416.0,4378.748416,,9233.028,,3118.081,-336.887,573.619,1707.207,,9.61474774,0.238958444,8435.523,0.519084402,43.41845207,37600.0,,-1.632974578,
CAH,Cardinal Health Inc,Health Care Distributors,Health Care,United States,14620529656.0,17106.52966,,162467.0,,6778.0,472.0,1374.0,3308.0,171.0652966,21.09313151,0.088321152,171286.0,0.099871149,13.47059379,47300.0,-67.09182093,0.376076372,
MTZ,MasTec Inc,Construction & Engineering,Industrials,United States,6477357496.0,8406.622496,369.9057616,7951.781,,1146.046,416.25,1441.476,1925.213,19.87703234,5.831954535,0.772699806,7951.78,1.057199953,20.36132401,25000.0,14.48042608,4.13531258,
CERN,Cerner Corp,Health Care Technology,Health Care,United States,27404204888.0,28492.84589,590.1283257,5764.824,,4763.807,708.276,1458.13,1088.641,40.02808248,19.54067599,4.839338638,5764.824,4.94253526,35.7557031,25150.0,7.445258024,9.637692322,
CINF,Cincinnati Financial Corp,Property & Casualty Insurance,Financials,United States,20529105081.0,20287.10508,2988.544414,9630.0,,,,,-242.0,5.449128413,,2.13909975,9630.0,2.10665681,19.97940527,5166.0,22.95922601,30.59190031,
VIR,Vir Biotechnology Inc,Biotechnology,Health Care,United States,2918616556.0,2491.107556,,1095.415,,1029.55,420.751,438.483,-427.509,5.8456066,5.681195293,2.634014362,1095.407,2.274122187,5.469118068,444.0,49.2003308,48.25422329,
WTW,Willis Towers Watson PLC,Insurance Brokers,Financials,United Kingdom,26035912158.0,27087.91216,4390.988113,8998.0,,,2202.0,3024.0,1004.0,12.12398849,8.957642909,2.970036336,9555.0,3.010437004,18.59535714,44000.0,28.90362529,46.92153812,
HBT,HBT Financial Inc,Regional Banks,Financials,United States,559204870.1,,,165.551,159.731,,,,-271.472,,,3.238967702,165.551,,9.500549355,728.0,9.548937653,35.22860309,
DHI,DR Horton Inc,Homebuilding,Consumer Discretionary,United States,27338732430.0,30526.93243,4175.8,27774.2,,7875.0,5332.8,5406.7,2239.0,5.276272954,5.210618993,0.95824693,28894.2,1.056507272,6.146130322,11788.0,29.88373157,15.03481648,
FLS,Flowserve Corp,Industrial Machinery,Industrials,United States,4350209085.0,5226.943085,,3541.06,,1049.725,254.455,411.759,843.708,19.91499586,12.69418054,1.227579735,3541.06,1.4760956,24.93089122,16000.0,-3.968903946,3.556816321,
ATGE,Adtalem Global Education Inc,Education Services,Consumer Discretionary,United States,1270580703.0,2815.660703,110.0407834,1112.38,,623.147,161.483,248.894,799.282,26.92582745,10.80901027,0.995245262,1280.553,2.19878498,19.95973644,4426.0,-0.498679886,6.91391431,
EA,Electronic Arts Inc,Interactive Home Entertainment,Communication Services,United States,34106636663.0,33333.63666,874.0353982,5629.0,,4135.0,1046.0,1314.0,-4212.0,35.49908058,24.83877546,5.31341141,6512.0,5.118801699,41.85691712,11000.0,2.240634847,14.86942619,
EXPD,Expeditors International of Washington I,Air Freight & Logistics,Industrials,United States,16389924200.0,15132.4572,1415.492,16523.517,,4465.362,1909.326,1960.638,-1261.032,7.855890927,7.718129099,0.993316087,16682.237,0.915813334,11.86682768,19588.0,36.10942324,8.566529753,
SEAS,SeaWorld Entertainment Inc,Leisure Facilities,Consumer Discretionary,United States,4877113079.0,6673.121079,,1503.73,,1389.443,431.962,587.737,1796.008,15.19806567,11.35392374,3.360007192,1503.73,4.437712275,15.29711961,2800.0,,17.05844799,
OTLK,Outlook Therapeutics Inc,Biotechnology,Health Care,United States,408182824.1,360.4478251,,0.0,,0.0,-51.726735,-51.357716,-3.479139,,,,0.0,,,9.0,,,
FAST,Fastenal Co,Trading Companies & Distributors,Industrials,United States,31390695307.0,31791.29531,932.4287962,6010.9,,2777.2,1217.4,1501.5,400.6,26.11409176,21.17302385,5.215729314,6010.7,5.288940975,34.03744426,18370.0,9.712249892,15.38871051,
MTB,M&T Bank Corp,Regional Banks,Financials,United States,22828780909.0,,,6105.778,5991.772,,,,-39246.354,,,3.729093931,6105.778,,12.6370651,17115.0,7.358861281,31.02164101,
FISV,Fiserv Inc,Data Processing & Outsourced Services,Information Technology,United States,61756524934.0,83893.52493,1878.35054,16226.0,,8098.0,2288.0,5646.0,21139.0,36.38061086,14.85893109,3.87657384,16226.0,5.170314614,29.18313796,40000.0,4.216048797,8.221373105,
FITB,Fifth Third Bancorp,Regional Banks,Financials,United States,31640297536.0,,,8329.0,7888.0,,,,-23964.0,,,3.901332148,8328.0,,12.05585675,19112.0,8.649066641,35.11663286,
ITRI,Itron Inc,Electronic Equipment & Instruments,Information Technology,United States,2063653434.0,2590.566434,,1981.572,,573.169,-79.299,25.431,500.231,,101.8664793,1.022283558,1981.572,1.307328946,59.03750005,6065.0,,-4.100532305,
FHN,First Horizon Corp,Regional Banks,Financials,United States,12380301098.0,,,3234.0,3070.0,,,,-12173.0,,,3.911721144,3241.0,,11.38782806,8067.0,8.000009,32.54071661,
BF/A,Brown-Forman Corp,Distillers & Vintners,Consumer Staples,United States,29351342817.0,30866.34282,970.6623497,3461.0,,2094.0,1166.0,1284.0,1478.0,27.41238261,25.61522226,7.466396781,3749.0,8.233220277,34.59458126,4700.0,-38.75665301,26.09072522,
AXDX,Accelerate Diagnostics Inc,Health Care Equipment,Health Care,United States,111907099.2,159.4070992,,11.782,,-0.381,-71.56,-69.042,47.496,,,8.454234146,11.782,13.52971475,,224.0,,-659.4975386,
POWW,AMMO Inc,Leisure Products,Consumer Discretionary,United States,518713554.0,495.445877,,62.48233,,11.386651,-5.379985,0.239205,-110.667596,14.54729102,9.9930466,2.417483422,194.356847,2.549155765,15.87660718,270.0,14.66702741,-12.50320531,
GILD,Gilead Sciences Inc,Biotechnology,Health Care,United States,73440145425.0,92891.14542,6974.843078,27305.0,,20704.0,9918.0,12124.0,19456.0,9.3474661,7.661757293,2.693666939,27305.0,3.401982986,9.402453707,14400.0,-43.3216043,22.79802234,
HAS,Hasbro Inc,Leisure Products,Consumer Discretionary,United States,12202057228.0,15445.35723,563.1275821,6420.4,,4492.9,763.3,1131.6,3182.2,20.08336808,13.64913152,1.887812255,6420.4,2.405668997,18.47226469,6640.0,-2.025339843,6.677154071,
HBAN,Huntington Bancshares Inc/OH,Regional Banks,Financials,United States,21824106352.0,,,6080.0,5991.0,,,,1969.0,,,3.125555705,6080.0,,14.53675768,20309.0,3.354424216,21.61575697,
WELL,Welltower Inc,Health Care REITs,Real Estate,United States,40970815207.0,56740.32021,,4742.115,,,710.477,1763.058,14407.633,77.83009734,32.18290051,8.216819077,4742.115,11.96519279,203.9961839,464.0,-7.085966241,7.088356145,
BIIB,Biogen Inc,Biotechnology,Health Care,United States,29382271204.0,32443.8712,1802.071075,10981.7,,8872.0,2840.7,4029.1,2998.1,11.36858395,8.052386688,2.71427473,10981.7,2.954357814,13.78491564,9610.0,14.4106684,14.16993726,
RRC,Range Resources Corp,Oil & Gas Exploration & Production,Energy,United States,6765988028.0,9521.280028,,3060.426,,1049.51,629.469,1017.987,2755.292,15.04175758,9.353046775,2.061269653,3041.942,3.111096307,11.11745236,527.0,22.11958644,13.45492425,
NBR,Nabors Industries Ltd,Oil & Gas Drilling,Energy,United States,1262131140.0,4361.14714,,2017.548,,730.652,-278.172,425.058,2295.451,,10.26012248,0.555455758,2017.548,2.161607625,,10000.0,,-28.21603253,
NTRS,Northern Trust Corp,Asset Management & Custody Banks,Financials,United States,23003950104.0,,,6488.3,6464.5,,,,-65428.4,,,3.548412584,6488.3,,15.5189343,21100.0,7.990075022,23.90440096,
PAYX,Paychex Inc,Data Processing & Outsourced Services,Information Technology,United States,43352167488.0,43233.06749,1124.895412,4056.8,,2785.6,1460.7,1658.1,-105.9,25.34771781,22.82994534,9.996979962,4332.3,9.979241393,34.34043704,15000.0,12.02441813,27.05334254,
PBCT,People's United Financial Inc,Regional Banks,Financials,United States,8954349579.0,,,1994.9,1892.7,,,,-8396.7,,,4.405388878,1994.9,,14.09879995,5193.0,3.709250564,31.95963438,
JOAN,JOANN Inc,Specialty Stores,Consumer Discretionary,United States,510644015.6,2275.244016,,2762.3,,1366.2,154.2,234.2,1712.5,,,0.297594652,2523.1,0.901765295,19.60642193,,,7.685624299,
PDCO,Patterson Cos Inc,Health Care Distributors,Health Care,United States,3031163100.0,3564.3401,174.8208345,5912.066,,1203.13,210.607,324.215,578.621,29.3332354,17.51880044,0.468538112,6422.426,0.554983444,18.87157075,7800.0,9.374478247,2.638350113,
HAYW,Hayward Holdings Inc,Leisure Products,Consumer Discretionary,United States,3844955540.0,4564.43854,243.5504452,1401.794,,655.782,317.974,375.79,719.483,14.35475397,12.14624801,1.579091706,1401.809,3.256140731,1892.295274,,,14.5331625,
RXDX,Prometheus Biosciences Inc,Biotechnology,Health Care,United States,1903675633.0,1646.421633,,3.129,,,-87.803,-87.545,-257.254,,,320.3569667,3.129,526.1814105,,,,-2882.550336,
QCOM,QUALCOMM Inc,Semiconductors,Information Technology,United States,162389000000.0,166829.43,9535.022289,33566.0,,19304.0,9789.0,11574.0,3885.0,14.99320841,13.08363501,4.511853328,36036.0,4.629521312,16.99419979,45000.0,82.70709098,26.94095215,
ROP,Roper Technologies Inc,Industrial Conglomerates,Industrials,United States,46158999179.0,53961.59918,1333.58085,5777.8,,3917.4,1480.2,2178.9,7802.6,36.29608805,24.76552351,7.555986314,6091.3,9.339471629,38.71474884,19300.0,7.035634804,19.94876943,
ROST,Ross Stores Inc,Apparel Retail,Consumer Discretionary,United States,30510022617.0,31209.79662,156.1185255,18916.244,,5207.337,2332.868,2693.532,699.774,12.78263193,11.58694109,1.60428857,18916.244,1.649893954,17.7674894,93700.0,34.15796305,9.106400827,
VRTS,Virtus Investment Partners Inc,Asset Management & Custody Banks,Financials,United States,1627183414.0,1501.584414,,1070.678,1001.04,,419.078,475.447,-272.914,4.280832955,3.158258258,1.538207719,1079.715,1.402461257,7.831832965,668.0,20.83653962,19.43917779,
AN,AutoNation Inc,Automotive Retail,Consumer Discretionary,United States,6965058231.0,10400.95823,1463.140848,25844.0,,4952.6,1902.8,2150.0,4893.5,5.420976635,4.837654991,0.323805131,25844.0,0.402451564,6.164406549,22000.0,48.92475992,5.312645101,
CNOB,ConnectOne Bancorp Inc,Regional Banks,Financials,United States,1323233553.0,,,317.429,278.569,,,,368.025,,,4.169325086,317.429,,10.419077,434.0,11.14905865,46.79379256,
SBUX,Starbucks Corp,Restaurants,Consumer Discretionary,United States,91379832000.0,111076.832,4567.666208,29060.6,,8391.0,4872.1,7975.4,16987.2,20.48821027,13.52237342,3.083252211,30361.6,3.658464376,23.65753822,383000.0,,14.450149,
KEY,KeyCorp,Regional Banks,Financials,United States,22284819965.0,,,7561.0,7265.0,,,,12566.0,,,3.005419408,7561.0,,9.147608372,16974.0,11.16722436,36.1321404,
STT,State Street Corp,Asset Management & Custody Banks,Financials,United States,30852155331.0,,,12030.0,12027.0,,,,-97665.0,,,2.46894438,12030.0,,10.9038061,38784.0,7.166682782,22.39128627,
USB,US Bancorp,Diversified Banks,Financials,United States,80800949682.0,,,23714.0,22721.0,,,,16186.0,,,3.430166201,23714.0,,10.66862742,68796.0,8.970194748,35.04687294,
NLOK,NortonLifeLock Inc,Systems Software,Information Technology,United States,17089442325.0,19252.44232,668.9357798,2551.0,,2189.0,896.0,1063.0,2742.0,16.84494306,14.843826,6.201682426,2752.0,6.995800263,21.44300098,2808.0,,21.71697374,
TROW,T Rowe Price Group Inc,Asset Management & Custody Banks,Financials,United States,31397041369.0,31354.14137,,7671.9,7671.9,,3710.0,3947.3,-1273.9,8.440240965,7.943186829,4.065219461,7671.9,4.086880873,10.41176146,7529.0,23.81305344,40.18430897,
EVER,EverQuote Inc,Interactive Media & Services,Communication Services,United States,389880651.9,363.2566519,,418.515,,394.566,-21.924,-13.678,-26.624,,,0.902420351,418.515,0.867965669,,674.0,,-4.643561163,
WM,Waste Management Inc,Environmental & Facilities Services,Industrials,United States,63763437228.0,77575.43723,2098.335036,17931.0,,6820.0,2965.0,5119.0,13810.0,26.03599247,15.15441243,3.605717107,17931.0,4.326330781,31.75618581,48500.0,13.09901381,10.12771178,
STZ,Constellation Brands Inc,Distillers & Vintners,Consumer Staples,United States,41633093990.0,51912.39399,2306.177773,8614.9,,4466.0,2791.1,3189.6,10521.6,23.45262886,20.40581525,4.852648094,8671.2,5.986760078,25.98072566,9000.0,-0.300010217,23.192376,
XRAY,DENTSPLY SIRONA Inc,Health Care Supplies,Health Care,United States,10449133173.0,12206.13317,462.4221825,4251.0,,2361.0,622.0,1024.0,1756.0,19.43173721,11.92005193,2.468095127,4251.0,2.871355722,23.90770162,15000.0,6.164990724,9.903552105,
ZION,Zions Bancorp NA,Regional Banks,Financials,United States,9982685045.0,,,2970.0,2911.0,,,,-10834.0,,,3.543952768,2970.0,,9.636773055,9685.0,11.00919975,38.78392305,
PBF,PBF Energy Inc,Oil & Gas Refining & Marketing,Energy,United States,2754543687.0,7032.443687,,27253.4,,2973.1,597.2,1251.2,3671.3,9.889504121,5.620559213,0.10095265,27253.4,0.258039132,9.628290513,3729.0,12.94480247,0.847600666,
IVZ,Invesco Ltd,Asset Management & Custody Banks,Financials,United States,9353237911.0,18350.83891,,6894.5,6894.5,,2297.2,2582.0,7814.6,7.953034994,7.107218788,1.362553793,6894.5,2.661663487,7.335380942,8513.0,7.608185254,23.63913264,
INTU,Intuit Inc,Application Software,Information Technology,United States,121724000000.0,127546.9033,2085.395149,9633.0,,7950.0,2500.0,2922.0,-1390.0,49.48564891,39.95830304,10.38032329,11414.0,11.17460166,56.63768433,13500.0,-16.41496791,21.40558497,
MS,Morgan Stanley,Investment Banking & Brokerage,Financials,United States,152907000000.0,230948.7481,,61121.0,59755.0,,21034.0,26096.0,69135.0,11.64613726,8.849967357,2.507283802,61121.0,3.778549895,10.43709931,74814.0,10.08888179,24.59711065,
AOMR,Angel Oak Mortgage Inc,Mortgage REITs,Financials,United States,373647442.5,1365.509443,,17.883,10.384,,8.235,,216.627,,,,,,,,,4.115640552,
MCHP,Microchip Technology Inc,Semiconductors,Information Technology,United States,37968606883.0,45591.60688,,5438.4,,3378.8,998.1,2214.5,8787.3,28.35122622,16.60170668,6.672653289,6443.8,7.075267216,38.82074577,19500.0,11.02640724,6.424683731,
VERV,Verve Therapeutics Inc,Biotechnology,Health Care,United States,1207128386.0,850.5963858,,0.0,,0.0,-87.067,-39.299,-356.532,,,,0.0,,,,,,
CB,Chubb Ltd,Property & Casualty Insurance,Financials,Switzerland,87573062527.0,102874.0625,8966.993888,40963.0,,,,,15301.0,9.980021588,,2.216347667,40963.0,2.511389852,16.48613629,31000.0,12.04312611,20.84564119,
LYEL,Lyell Immunopharma Inc,Biotechnology,Health Care,United States,1460864344.0,825.7233443,,7.756,,,-211.937,-196.443,-635.014,,,10.38452133,7.756,,,,,-2636.307375,
JBL,Jabil Inc,Electronic Manufacturing Services,Information Technology,United States,7875857454.0,10040.85745,792.1228814,29285.0,,2359.0,1055.0,2050.0,2071.0,9.202306478,4.945363061,0.268473796,30019.191,0.334481281,10.76224696,238000.0,33.47040118,2.376643333,
ORLY,O'Reilly Automotive Inc,Automotive Retail,Consumer Discretionary,United States,45012896439.0,50517.35044,2277.333025,13327.563,,7019.949,2917.168,3592.11,5504.454,16.88037485,14.06341967,3.496066539,13327.563,3.790441691,21.73183233,83636.0,,16.2421667,
CDXC,ChromaDex Corp,Life Sciences Tools & Services,Health Care,United States,142042710.0,118.52571,,67.449,,41.49,-27.073,-25.958,-23.517,,,2.079087826,67.449,1.757264155,,110.0,,-40.22001809,
ALL,Allstate Corp/The,Property & Casualty Insurance,Financials,United States,35185725445.0,44836.72544,1863.030707,50588.0,,,,,7678.0,6.615037687,,0.736162068,50588.0,0.886311486,8.437228759,54300.0,4.582394418,3.160828655,
