Ticker,Nom,SUB_IND_GICS,IND_GICS,REGION_NAME,CUR_MKT_CAP,CURR_ENTP_VAL,NET_INCOME_FIRM,SALES_REV_TURN,NET_REV,GROSS_PROFIT,EBIT,EBITDA,NET_DEBT,CURRENT_EV_TO_T12M_EBIT,CURRENT_EV_TO_T12M_EBITDA,PX_TO_SALES_RATIO,TRAIL_12M_NET_SALES,CURRENT_EV_TO_12M_SALES,PE_RATIO,NUM_OF_EMPLOYEES,SUSTAIN_GROWTH_RT,PROF_MARGIN,Unnamed: 23
AA,Alcoa Corp,Aluminum,Materials,United States,13692013913.0,15267.80912,521.7022519,12152.0,,2999.0,949.0,1683.0,12.0,15.98278294,9.071782011,1.128766633,12152.0,1.256402989,12.37987431,12200.0,,3.530283081,
INO,Inovio Pharmaceuticals Inc,Biotechnology,Health Care,United States,688081403.4,319.7898474,,1.774758,,,-301.217919,-294.257408,-368.291556,,,374.0618759,1.774758,180.1878607,,317.0,,-17109.86568,
AXP,American Express Co,Consumer Finance,Financials,United States,131786000000.0,150676.0592,,43663.0,42380.0,,11972.0,13667.0,18890.0,14.09636628,11.02480861,3.132584064,43663.0,3.450886545,17.37237268,64000.0,28.28723397,18.45956531,
VZ,Verizon Communications Inc,Integrated Telecommunication Services,Communication Services,United States,220848000000.0,397266.5029,24744.25663,133613.0,,77312.0,32448.0,53709.0,175009.0,11.96568606,7.396646798,1.633210451,133613.0,2.973262354,9.715622856,118400.0,12.44215502,16.51411165,
SPWH,Sportsman's Warehouse Holdings Inc,Specialty Stores,Consumer Discretionary,United States,494527419.7,820.8344197,94.01772666,1451.767,,476.454,122.748,212.589,198.785,7.683197638,3.680921356,0.322761637,1527.979,0.537202684,5.769244786,7000.0,37.13891811,6.294398481,
BA,Boeing Co/The,Aerospace & Defense,Industrials,United States,103701000000.0,147251.0977,,62286.0,,3017.0,-2902.0,-451.0,43397.0,,,1.657649083,62286.0,2.364112283,,142000.0,,-6.746299329,
SABR,Sabre Corp,Data Processing & Outsourced Services,Information Technology,United States,3011975566.0,7225.262566,,1688.875,,997.424,-665.487,-374.37,3875.097,,,1.770646584,1688.875,4.278151175,,7583.0,,-54.97559026,
PEP,PepsiCo Inc,Soft Drinks,Consumer Staples,United States,216953000000.0,253450.8485,9074.672131,79474.0,,42399.0,11162.0,14435.0,36390.0,22.58920219,17.55807749,2.731251376,79474.0,3.189103965,25.05148755,309000.0,-6.681250746,9.585524826,
CAT,Caterpillar Inc,Construction Machinery & Heavy Trucks,Industrials,United States,115746000000.0,117150.4601,6873.380302,50971.0,,15003.0,6878.0,9444.0,1372.0,17.00143966,12.40475012,2.305575363,50971.0,2.298374765,19.26145365,107700.0,29.28646161,12.73076848,
JPM,JPMorgan Chase & Co,Diversified Banks,Financials,United States,388619000000.0,,,127202.0,121649.0,,,,-526009.0,,,3.12740151,127202.0,,8.512107463,271025.0,12.80264564,39.7323447,
CVX,Chevron Corp,Integrated Oil & Gas,Energy,United States,322904000000.0,352974.3448,16141.22386,155606.0,,20743.0,16180.0,36304.0,29197.0,21.70613821,9.722739774,2.041652448,155606.0,2.268385183,19.25063738,42595.0,5.676145254,10.04138658,
APYX,Apyx Medical Corp,Health Care Equipment,Health Care,United States,261184218.8,230.9932188,,27.711,,17.504,-20.083,-19.072,-41.239,,,6.045273552,43.157,5.352392862,,266.0,,-42.92880084,
KO,Coca-Cola Co/The,Soft Drinks,Consumer Staples,United States,254594000000.0,288062.2517,11031.11976,38655.0,,23298.0,10308.0,12102.0,31607.0,27.83275911,23.8028633,6.555716215,38655.0,7.452134307,25.19731369,79000.0,11.46751241,25.2774544,
DIS,Walt Disney Co/The,Movies & Entertainment,Communication Services,United States,237848000000.0,291264.5484,3566.508005,67418.0,,22287.0,3005.0,8969.0,42354.0,53.25736852,27.60539744,3.254159459,72988.0,3.990581307,61.8919295,190000.0,3.543852589,2.959150375,
AFMD,Affimed NV,Biotechnology,Health Care,Germany,507663319.6,275.01054,,28.36,,,-34.718,-33.603,-145.557,,,10.75534109,39.774,6.914329462,,163.0,,-145.8603667,
XOM,Exxon Mobil Corp,Integrated Oil & Gas,Energy,United States,348509000000.0,401711.3288,23755.48012,276692.0,,34647.0,23233.0,45382.0,46096.0,17.20240249,8.851776668,1.271926104,276692.0,1.451835719,15.48690333,63000.0,7.787925986,8.326948376,
GE,General Electric Co,Industrial Conglomerates,Industrials,United States,102028000000.0,84015.06387,,74196.0,,18017.0,3676.0,7455.0,-19321.0,22.12751165,11.26962627,1.376624834,74129.0,1.132339531,,164000.0,,-8.787535716,
HPQ,HP Inc,"Technology Hardware, Storage & Peripherals",Information Technology,United States,36119913282.0,41051.91328,6722.912395,63487.0,,13417.0,5302.0,6322.0,4479.0,7.68762421,6.708925197,0.609023138,64869.0,0.632843319,8.700835375,51000.0,,10.24304188,
FC,Franklin Covey Co,Research & Consulting Services,Industrials,United States,610488347.7,590.1823477,,224.168,,172.902,8.101,20.897,-12.784,42.71730947,23.74979266,2.550321204,237.102,2.489149597,32.74514824,1000.0,26.0345195,6.077138575,
HD,Home Depot Inc/The,Home Improvement Retail,Consumer Discretionary,United States,333217000000.0,377142.7214,17451.32134,151157.0,,50832.0,23040.0,25902.0,43926.0,16.24555646,14.56037068,2.225409188,151157.0,2.495039736,20.5605674,500000.0,720.3808442,10.871478,
IBM,International Business Machines Corp,IT Consulting & Other Services,Information Technology,United States,111694000000.0,159679.3003,6868.390738,57351.0,,31486.0,6253.0,13750.0,47890.0,25.03232779,11.61304002,1.571972685,70786.0,2.784246138,13.7879092,282100.0,11.66067302,10.01377483,
GO,Grocery Outlet Holding Corp,Food Retail,Consumer Staples,United States,2702438182.0,4026.703182,74.82329454,3079.582,,948.786,89.095,282.904,1324.265,26.59034675,14.23346146,0.87487745,3079.582,1.307548616,54.98961253,946.0,6.451716445,2.023326542,
JNJ,Johnson & Johnson,Pharmaceuticals,Health Care,United States,454443000000.0,457585.7084,21045.75,93775.0,,63920.0,23647.0,31337.0,3143.0,19.35068755,14.60209045,4.869889413,93775.0,4.879612993,20.87077103,144300.0,12.23664904,22.26392962,
PSNL,Personalis Inc,Life Sciences Tools & Services,Health Care,United States,343418832.8,112.8798328,,85.494,,31.657,-65.353,-54.33,-230.539,,,3.920646131,85.494,1.320324616,,235.0,,-76.2930732,
MCD,McDonald's Corp,Restaurants,Consumer Discretionary,United States,168296000000.0,212935.4292,8525.392395,23222.9,,15175.6,10356.0,13784.4,44639.9,19.590429,15.44756603,7.288474868,23222.9,9.169200626,24.40386678,200000.0,,32.49034358,
RPD,Rapid7 Inc,Systems Software,Information Technology,United States,5487260743.0,6176.386743,,535.404,,366.456,-120.065,-70.089,689.126,,,9.766992601,535.404,11.53593687,,2353.0,,-27.33151041,
MRK,Merck & Co Inc,Pharmaceuticals,Health Care,United States,196809000000.0,223417.3386,13766.67044,48704.0,,35078.0,12538.0,16095.0,26535.0,17.76045475,13.88116425,3.927558284,50157.0,4.587248246,11.56942033,68000.0,23.4267202,26.79246058,
BCEL,Atreca Inc,Biotechnology,Health Care,United States,112898803.0,-4.13019697,,0.0,,0.0,-110.303,-105.753,-117.029,,,,0.0,,,134.0,,,
MMM,3M Co,Industrial Conglomerates,Industrials,United States,82449707000.0,96072.707,6321.953914,35355.0,,16560.0,7369.0,9603.0,13552.0,13.01010011,10.00444726,2.364412884,35355.0,2.717372564,14.2851498,96163.0,15.49643879,16.74727761,
IMUX,Immunic Inc,Biotechnology,Health Care,United States,287720572.0,201.898572,,0.0,,0.0,-91.665,-91.077,-85.822,,,,0.0,,,55.0,,,
BAC,Bank of America Corp,Diversified Banks,Financials,United States,337151000000.0,,,93851.0,89113.0,,,,1662.0,,,3.78223537,93851.0,,11.6769047,208248.0,9.220018464,35.88477551,
GSAT,Globalstar Inc,Alternative Carriers,Communication Services,United States,1958730000.0,2214.105,,124.297,,72.334,-65.503,30.734,255.375,,72.04089933,15.49787644,124.297,17.81302043,,329.0,,-90.60958832,
AKRO,Akero Therapeutics Inc,Biotechnology,Health Care,United States,483528632.4,296.5816324,,0.0,,0.0,-100.886,-100.521,-186.947,,,,0.0,,,33.0,,,
PFE,Pfizer Inc,Pharmaceuticals,Health Care,United States,292639000000.0,303226.9504,23171.65226,81288.0,,50467.0,19433.0,25131.0,10326.0,15.55447441,12.06585294,3.57869722,81491.0,3.730279381,12.61228445,79000.0,12.15094541,27.03843126,
PG,Procter & Gamble Co/The,Household Products,Consumer Staples,United States,348845000000.0,374084.9722,14715.00959,76118.0,,39010.0,17986.0,20966.0,22550.0,21.35675795,18.42420076,4.549962956,78346.0,4.774780744,25.49405774,101000.0,15.53821719,18.79450327,
T,AT&T Inc,Integrated Telecommunication Services,Communication Services,United States,163751000000.0,363766.8161,25568.1205,168864.0,,89057.0,23347.0,52002.0,182493.0,14.97903654,6.995246646,0.973109009,168864.0,2.154199925,6.916974947,203000.0,3.017389461,11.89181827,
TRV,Travelers Cos Inc/The,Property & Casualty Insurance,Financials,United States,42842229857.0,49702.22986,3941.291162,34816.0,,,,,6860.0,10.35894745,,1.265934359,34816.0,1.427568642,12.70561623,30800.0,10.47214782,10.51815257,
RTX,Raytheon Technologies Corp,Aerospace & Defense,Industrials,United States,143801000000.0,171153.0139,5005.535186,64388.0,,12491.0,4958.0,10040.0,25721.0,34.12873533,17.04711294,2.24650757,64388.0,2.658150803,21.94157943,174000.0,-0.583814791,6.001118221,
WMT,Walmart Inc,Hypermarkets & Super Centers,Consumer Staples,United States,401352000000.0,452553.4741,14921.15789,572754.0,,143754.0,25942.0,36600.0,42563.0,16.80584405,12.36484902,0.705146782,572754.0,0.79013586,22.43255852,2300000.0,9.534826808,2.387237802,
CSCO,Cisco Systems Inc/Delaware,Communications Equipment,Information Technology,United States,226194000000.0,217691.4476,10937.59131,49818.0,,31894.0,12833.0,15094.0,-11824.0,15.58836001,13.29007617,4.445919967,51549.0,4.2230004,18.95738254,79500.0,14.4898132,21.25938416,
INTC,Intel Corp,Semiconductors,Information Technology,United States,182303000000.0,186168.44,20414.52334,79024.0,,43815.0,19456.0,32046.0,3865.0,9.562534398,5.809412719,2.299481519,79024.0,2.355846831,9.823271182,121100.0,15.28683633,25.14172909,
MSFT,Microsoft Corp,Systems Software,Information Technology,United States,2098600000000.0,2053581.819,63292.62761,168088.0,,115856.0,69916.0,83729.0,-48056.0,26.03576704,21.89342977,11.3848942,184903.0,11.10626555,32.08182093,181000.0,36.89644771,36.45173956,
SAM,Boston Beer Co Inc/The,Brewers,Consumer Staples,United States,4300866141.0,4338.553141,,2057.622,,797.792,7.997,90.376,37.687,425.8467548,48.00558932,2.087815678,2057.622,2.108527777,83.72985498,2543.0,,0.707272764,
C,Citigroup Inc,Diversified Banks,Financials,United States,108890000000.0,183454.7769,,79865.0,71884.0,,35450.0,40475.0,54870.0,6.656061879,4.532545445,1.399992847,79865.0,2.297061001,5.726932451,223000.0,7.44890374,27.48638327,
AIG,American International Group Inc,Multi-line Insurance,Financials,United States,47190776468.0,79811.77647,10458.29631,52057.0,,,,,29165.0,5.954325311,,0.949950591,52057.0,1.533161275,11.68104812,36600.0,13.24751827,18.03407803,
EFC,Ellington Financial Inc,Mortgage REITs,Financials,United States,1022520509.0,2277.884509,,0.0,,,-65.441,-65.441,988.129,,,,0.0,,6.908139961,170.0,3.530248808,,
MO,Altria Group Inc,Tobacco,Consumer Staples,United States,91553423882.0,115053.4239,3243.906904,21111.0,,13992.0,11560.0,11804.0,23500.0,9.952718329,9.746986096,4.402674162,21111.0,5.44992771,10.9331125,6000.0,,11.72374591,
CLPR,Clipper Realty Inc,Residential REITs,Real Estate,United States,398377865.6,1491.236866,,122.85,,,32.227,54.985,1007.4,56.16922918,28.99659457,1.253217459,122.29,12.19426663,,156.0,,-3.993487993,
IP,International Paper Co,Paper Packaging,Materials,United States,16138506930.0,20545.50693,2101.079079,19363.0,,5531.0,1168.0,2516.0,4407.0,17.47015218,8.165940751,0.768952878,21779.0,1.06107044,8.820341309,38200.0,-11.52031484,9.048184682,
CNVY,Convey Health Solutions Holdings Inc,Health Care Technology,Health Care,United States,359749350.5,513.9443505,,282.914,,111.617,10.451,38.483,197.914,,,1.020571293,282.914,,,,,-2.28408633,
ABT,Abbott Laboratories,Health Care Equipment,Health Care,United States,204211000000.0,213367.2465,7529.999269,43075.0,,24538.0,8425.0,12322.0,8934.0,25.2307235,17.31595898,4.780345061,43075.0,4.953389356,26.98861026,113000.0,11.93684159,16.41555427,
AFL,Aflac Inc,Life & Health Insurance,Financials,United States,39823474420.0,42833.47442,4518.41413,22106.0,,,,,3010.0,7.703862306,,1.868364443,22103.0,1.937640207,9.9666324,12447.0,10.23651364,19.56482403,
APD,Air Products and Chemicals Inc,Industrial Gases,Materials,United States,48569410796.0,52815.6108,2214.727455,10323.0,,3136.9,2281.4,3692.2,2418.4,23.31506237,14.69059045,4.438617371,10942.0,4.826869932,23.25975469,20625.0,6.678136969,20.33420517,
GMED,Globus Medical Inc,Health Care Equipment,Health Care,United States,6671352574.0,5729.238574,149.191,958.102,,718.879,171.953,245.193,-942.114,33.29287454,23.36624037,6.906784538,958.102,5.97977937,38.37797274,2400.0,9.187528963,15.57151535,
RETA,Reata Pharmaceuticals Inc,Pharmaceuticals,Health Care,United States,1179486976.0,725.2619756,,11.49,,,-244.708,-239.905,-454.225,,,102.5179426,11.49,63.1211467,,346.0,,-2588.21584,
HES,Hess Corp,Oil & Gas Exploration & Production,Energy,United States,29267854468.0,36421.85447,846.3087248,7473.0,,4210.0,2037.0,3636.0,6428.0,17.70111305,10.01701168,3.893773975,7473.0,4.873792917,44.1117419,1545.0,6.780710919,7.480262278,
DNB,Dun & Bradstreet Holdings Inc,Research & Consulting Services,Industrials,United States,6902965851.0,10620.16585,,2165.6,,,145.6,761.5,3653.1,72.94069953,13.94637669,3.168945145,2165.6,4.904029299,513.3549309,4039.0,,-3.310860731,
PSTX,Poseida Therapeutics Inc,Biotechnology,Health Care,United States,228921650.3,83.79465034,,31.238,,,-141.411,-136.859,-145.127,,,7.291873543,31.238,2.682458875,,263.0,-59.77057671,-400.070427,
NKTX,Nkarta Inc,Biotechnology,Health Care,United States,314666913.3,69.77991325,,0.0,,0.0,-51.508,-48.866,-305.994,,,,0.0,,,95.0,,,
ADM,Archer-Daniels-Midland Co,Agricultural Products,Consumer Staples,United States,46626095482.0,56554.09548,2927.766979,85249.0,,5987.0,2829.0,4614.0,9638.0,19.70420245,12.25706447,0.549033217,85249.0,0.663398931,16.52800713,40739.0,9.062346182,3.177749886,
ADP,Automatic Data Processing Inc,Data Processing & Outsourced Services,Information Technology,United States,87514330736.0,89198.83074,2644.653293,15005.4,,6365.1,3324.6,3993.1,860.8,25.10124784,21.21861904,5.609638253,15696.6,5.682684832,32.52157796,56000.0,18.60676492,17.31709918,
AZO,AutoZone Inc,Automotive Retail,Consumer Discretionary,United States,38790601040.0,44392.06204,2328.796759,14629.585,,7717.785,2944.527,3723.319,7197.942,13.74886553,12.13592536,2.557778618,15603.161,2.845068511,17.06053203,105000.0,,14.83510298,
AVY,Avery Dennison Corp,Paper Packaging,Materials,United States,13841460817.0,16966.06082,792.7181745,8408.3,,2312.8,1058.7,1371.6,3124.6,15.9478916,12.36953982,1.666127488,8408.3,2.017775391,18.76796813,36000.0,31.09926316,8.802017055,
VRSK,Verisk Analytics Inc,Research & Consulting Services,Industrials,United States,29651868887.0,33007.56889,762.8644962,2998.6,,1940.8,1000.5,1434.9,3329.7,32.61560112,23.00339319,9.92205986,2998.6,11.00765987,41.01157405,9367.0,16.19385229,22.21703462,
BLL,Ball Corp,Metal & Glass Containers,Materials,United States,28603598144.0,36257.59814,1106.214286,13811.0,,2726.0,1291.0,2082.0,7596.0,27.80005647,17.41479258,2.099396701,13811.0,2.625269578,29.33861691,24300.0,19.91321307,6.357251466,
MBIO,Mustang Bio Inc,Biotechnology,Health Care,United States,69323437.25,-49.46356275,,0.0,,0.0,-56.806,-54.799,-95.576,,,,0.0,,,62.0,,,
BK,Bank of New York Mellon Corp/The,Asset Management & Custody Banks,Financials,United States,41049423061.0,,,16158.0,15931.0,,,,-87370.0,,,2.678080196,16158.0,,12.12317985,49100.0,5.938221333,23.59550562,
BAX,Baxter International Inc,Health Care Equipment,Health Care,United States,39339636632.0,54742.63663,1464.616114,12784.0,,5105.0,1710.0,2714.0,15359.0,31.80200553,20.17046302,3.076357304,12784.0,4.282121138,23.67834924,60000.0,6.999841071,10.04380476,
BDX,Becton Dickinson and Co,Health Care Equipment,Health Care,United States,73989221226.0,89504.22123,2529.621766,20248.0,,9427.0,2799.0,5204.0,15785.0,37.73365144,19.26064584,3.752014045,19927.0,4.491605421,20.70803491,75000.0,4.260801976,10.33188463,
BRK/B,Berkshire Hathaway Inc,Multi-Sector Holdings,Financials,United States,731920000000.0,328657.1069,93187.07066,354636.0,,139321.0,114863.0,126997.0,-411994.0,,,,354636.0,,,371653.0,18.9168948,25.32032845,
BBY,Best Buy Co Inc,Computer & Electronics Retail,Consumer Discretionary,United States,23151580824.0,24153.58082,2474.25463,51761.0,,11640.0,3039.0,3908.0,1002.0,7.744527114,6.180547805,0.456461168,51761.0,0.466636673,9.83502701,102000.0,47.44967621,4.741021232,
HRB,H&R Block Inc,Specialized Consumer Services,Consumer Discretionary,United States,4207241442.0,6537.026442,678.1121618,3413.987,,1571.895,769.627,1165.186,1004.807,17.96730453,12.70016017,1.549280548,2987.847,2.187871883,13.09784851,3600.0,,17.09997724,
PRVA,Privia Health Group Inc,Health Care Services,Health Care,United States,2311669074.0,1986.518074,,817.075,,,25.38,27.21,-50.974,,,2.555301987,817.075,,65.93939463,,,3.823883976,
BSX,Boston Scientific Corp,Health Care Equipment,Health Care,United States,60164981105.0,67764.98111,1370.907993,11888.0,,8177.0,1199.0,2382.0,7600.0,55.95311142,28.4487746,5.045417213,11888.0,5.700284413,37.74976494,41000.0,6.160202836,8.756729475,
ZTS,Zoetis Inc,Pharmaceuticals,Health Care,United States,87918679642.0,91218.67964,2220.125402,7776.0,,5473.0,2760.0,3258.0,3299.0,32.98392287,27.99836699,11.36298388,7776.0,11.73079728,39.79352968,12100.0,30.81011869,26.19598765,
AVAH,Aveanna Healthcare Holdings Inc,Health Care Services,Health Care,United States,916216815.4,1687.718815,,1495.105,,454.515,-3.487,31.459,1091.057,,,,,,,,,-3.815785513,
BMY,Bristol-Myers Squibb Co,Pharmaceuticals,Health Care,United States,151272000000.0,179962.0697,8149.430477,46385.0,,36445.0,7378.0,18277.0,28630.0,24.29096856,9.846368097,3.322422505,46385.0,3.87974711,16.97917104,32200.0,9.456453787,15.07815026,
BF/B,Brown-Forman Corp,Distillers & Vintners,Consumer Staples,United States,29345707232.0,30860.70723,970.6623497,3461.0,,2094.0,1166.0,1284.0,1478.0,27.40737765,25.61054542,8.021970568,3749.0,8.231717053,37.16876035,4700.0,-38.75665301,26.09072522,
CTRA,Coterra Energy Inc,Oil & Gas Exploration & Production,Energy,United States,18830358917.0,21286.35892,1205.800266,3449.0,,1854.0,1564.0,2280.0,2456.0,13.57368836,9.336122332,3.980685783,3449.743,6.171748019,12.15142088,936.0,8.583859687,33.57494926,
CPB,Campbell Soup Co,Packaged Foods & Meats,Consumer Staples,United States,12934029559.0,17839.02956,1160.443114,8476.0,,2811.0,1545.0,1940.0,5223.0,12.90812559,8.805049141,1.561867173,8302.0,2.148762896,15.83620441,14100.0,13.99165503,11.82161397,
CCL,Carnival Corp,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,United States,19666504995.0,45134.505,,1908.0,,1449.0,-7090.0,-4654.0,25468.0,,,10.38709331,1908.0,23.65540094,,39000.0,,-497.9559748,
LUMN,Lumen Technologies Inc,Alternative Carriers,Communication Services,United States,11021718852.0,41205.71885,3178.585339,19687.0,,11199.0,4285.0,8814.0,30184.0,9.41303242,4.675030503,0.57923805,19687.0,2.093042051,5.621103437,36000.0,8.91799413,10.32661147,
CLF,Cleveland-Cliffs Inc,Steel,Materials,United States,13492521224.0,18682.52122,,20444.0,,4534.0,4012.0,4909.0,5190.0,4.632275069,3.805769245,0.648162478,20444.0,0.913838839,4.5869987,25000.0,76.69404517,14.61553512,
CLX,Clorox Co/The,Household Products,Consumer Staples,United States,15773556110.0,18987.55611,789.09,7341.0,,3199.0,927.0,1211.0,2867.0,42.19456913,28.46710062,2.243859488,7080.0,2.681858208,29.13224026,9000.0,-35.39058794,9.671706852,
CMS,CMS Energy Corp,Multi-Utilities,Utilities,United States,19103894271.0,31908.89427,1795.284326,7329.0,,4259.0,1146.0,2268.0,12024.0,27.81555692,14.06917737,2.574629515,7399.0,4.353785547,23.78631365,9583.0,-1.695537216,18.46090872,
CEIX,CONSOL Energy Inc,Coal & Consumable Fuels,Energy,United States,1094400945.0,1618.425945,95.13170814,1261.034,,517.694,98.749,341.027,524.025,15.96266843,4.745741378,0.865840903,1261.034,1.283411823,16.86105922,1575.0,5.562930756,2.704923103,
CL,Colgate-Palmolive Co,Household Products,Consumer Staples,United States,62591083422.0,69920.08342,2311.414966,17421.0,,10375.0,3332.0,4029.0,6967.0,20.83422728,17.35420288,3.611928442,17421.0,4.013551657,23.32447207,33800.0,-499.9868763,12.43327019,
CMA,Comerica Inc,Regional Banks,Financials,United States,12026474670.0,,,3024.0,2967.0,,,,-20080.0,,,4.106643486,3024.0,,11.04091456,7442.0,8.987064969,39.36636333,
CAG,Conagra Brands Inc,Packaged Foods & Meats,Consumer Staples,United States,15321545528.0,24714.94553,1671.866901,11184.7,,3179.2,1776.2,2214.9,9151.4,16.3913951,13.03530882,1.370891959,11222.8,2.202208498,14.1100489,18600.0,5.877323394,11.61229179,
ED,Consolidated Edison Inc,Multi-Utilities,Utilities,United States,31701713691.0,56218.71369,2126.668836,13676.0,,10922.0,2826.0,4944.0,24218.0,19.64085744,11.37109905,2.282607408,13676.0,4.11075707,20.92278988,13871.0,-1.551374188,9.842059082,
BIG,Big Lots Inc,General Merchandise Stores,Consumer Discretionary,United States,980953472.4,2742.719472,184.8956847,6150.603,,2397.007,239.753,382.325,1761.766,8.568561667,7.173790551,0.169936646,6150.603,0.445926923,5.970872649,10800.0,12.76304273,2.890415785,
GLW,Corning Inc,Electronic Components,Information Technology,United States,30932716142.0,36840.71614,2144.548185,14082.0,,5063.0,2112.0,3732.0,5696.0,17.19696592,9.871574529,2.149166231,14082.0,2.616156522,30.96887589,61200.0,5.388992464,13.53500923,
CMI,Cummins Inc,Construction Machinery & Heavy Trucks,Industrials,United States,28416982167.0,30769.98217,2218.315158,24021.0,,5695.0,2706.0,3540.0,1426.0,11.31791106,8.692085358,1.201316021,24021.0,1.280961749,13.63680073,59900.0,12.16745375,8.871404188,
MEG,Montrose Environmental Group Inc,Environmental & Facilities Services,Industrials,United States,1516302411.0,1781.100411,,546.413,,177.385,-9.455,35.355,82.598,,50.37761026,2.494372138,546.413,3.259623052,,2500.0,,-4.634772599,
DHR,Danaher Corp,Life Sciences Tools & Services,Health Care,United States,192380000000.0,216343.771,6631.813635,29453.0,,17952.0,7465.0,9938.0,20686.0,28.87299599,21.76934705,6.525318894,29453.0,7.345389976,30.02374644,78000.0,14.32525531,21.84157811,
TGT,Target Corp,General Merchandise Stores,Consumer Discretionary,United States,96293939938.0,106595.9399,7274.310991,106005.0,,31042.0,8946.0,11588.0,10302.0,11.80098425,9.198821189,0.957114953,106005.0,1.005574642,15.37299144,409000.0,36.69314252,6.552521107,
DE,Deere & Co,Agricultural & Farm Machinery,Industrials,United States,122373000000.0,129063.2002,6739.426204,44024.0,,14908.0,8595.0,10761.0,3243.0,15.78368597,12.684344,2.781915423,44481.0,2.901535491,21.91493861,75550.0,22.73351693,13.54488461,
D,Dominion Energy Inc,Multi-Utilities,Utilities,United States,66045602714.0,110244.6027,4456.25113,13964.0,,10443.0,3019.0,5853.0,40806.0,36.26056401,18.83557197,4.716414229,13964.0,7.894915691,22.44968626,17100.0,4.997565261,23.54626182,
DOV,Dover Corp,Industrial Machinery,Industrials,United States,22064844154.0,24990.53215,1209.112823,7907.081,,2969.786,1281.508,1626.028,2925.688,19.42713013,15.36906631,2.787994712,7907.081,3.160525629,21.88116261,25000.0,23.78181682,14.21280495,
DUK,Duke Energy Corp,Electric Utilities,Utilities,United States,82013850000.0,154023.85,6071.698193,25097.0,,18137.0,5373.0,11286.0,68208.0,28.40194291,13.64733741,3.267874693,25097.0,6.137141889,19.12355511,27605.0,-0.393299108,15.57158226,
ETN,Eaton Corp PLC,Electrical Components & Equipment,Industrials,United States,59719718151.0,68225.71815,2250.707182,19628.0,,6335.0,3080.0,4000.0,8468.0,22.16560044,17.05642954,3.036181297,19628.0,3.475938361,26.11257211,86000.0,6.15356803,10.92317098,
ECL,Ecolab Inc,Specialty Chemicals,Materials,United States,47474583472.0,56299.48347,1316.441083,12733.1,,5117.3,1598.6,2441.7,8796.0,35.21799291,23.05749415,3.722424493,12733.1,4.421506426,37.26950189,47000.0,8.678076779,8.873722817,
UIHC,United Insurance Holdings Corp,Property & Casualty Insurance,Financials,United States,155049330.2,121.0713302,,634.527,,,,,-53.529,,,0.241975882,634.527,0.19080564,,478.0,,-9.127901571,
PKI,PerkinElmer Inc,Life Sciences Tools & Services,Health Care,United States,21005203437.0,25543.71444,1018.425896,5067.169,,2851.3,1332.378,1745.021,4538.511,19.09437556,14.63805561,3.818845984,5067.169,5.041022795,18.09194031,16700.0,16.29190265,18.6130954,
EMR,Emerson Electric Co,Electrical Components & Equipment,Industrials,United States,55028160000.0,59100.16,2435.651786,18236.0,,7563.0,3066.0,4230.0,4879.0,16.07730141,12.7591019,2.987893533,18548.0,3.186335993,19.34094223,86700.0,18.91335312,12.62886598,
EOG,EOG Resources Inc,Oil & Gas Exploration & Production,Energy,United States,68104209195.0,68802.20919,4803.927861,19139.0,,11884.0,6102.0,10048.0,698.0,11.22749379,6.847353622,3.529059868,19139.0,3.594869596,13.31054687,2800.0,4.283666514,24.36908929,
ETR,Entergy Corp,Electric Utilities,Utilities,United States,22381769459.0,49520.60846,1831.483695,11742.896,,8013.123,1845.626,4157.637,26851.319,26.72354895,11.91075807,1.886327174,11742.896,4.217069491,12.36730838,12369.0,2.140894802,9.526772612,
EFX,Equifax Inc,Research & Consulting Services,Industrials,United States,27726634187.0,32813.63419,859.0141593,4923.9,,2943.0,1138.0,1627.6,5070.2,28.83447644,20.16074846,5.621394869,4923.9,6.664155281,34.50283851,13000.0,13.45218887,15.11403562,
DMS,Digital Media Solutions Inc,Advertising,Communication Services,United States,185671959.0,365.521959,,332.856,,98.125,12.351,30.305,173.761,38.11093306,10.78649509,0.250633525,411.384,0.888517684,3.165371678,400.0,,-0.676568847,
EQT,EQT Corp,Oil & Gas Exploration & Production,Energy,United States,9785241991.0,15225.21699,,4680.893,,836.747,-1360.975,335.553,5423.739,,45.37350878,1.788304091,4680.893,3.252630853,39.85254981,693.0,-11.98623764,-24.69099379,
FDX,FedEx Corp,Air Freight & Logistics,Industrials,United States,56332482109.0,86328.48211,5852.543752,83959.0,,17954.0,5857.0,12498.0,29375.0,14.89192377,8.905351982,0.633238162,89552.0,0.964003954,12.02639664,228000.0,17.31278872,6.230421992,
M,Macy's Inc,Department Stores,Consumer Discretionary,United States,7058536000.0,11739.536,,25292.0,,10336.0,2350.0,3224.0,4681.0,4.588790588,3.641295285,0.291355508,25291.0,0.464160051,4.711679811,75711.0,43.37751855,5.653961727,
FMC,FMC Corp,Fertilizers & Agricultural Chemicals,Materials,United States,15875119658.0,18713.71966,854.1643768,5045.2,,2171.7,1044.9,1249.7,2819.2,17.79083605,14.97456962,3.206512655,5045.2,3.709212649,17.56564145,6400.0,17.35463489,14.59803377,
